episode:1, reward: -1, mean reward: -1.0, score: -1001, epsilon: 0.8710929753303831, total steps: 1039
episode:268, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.1384027445538611, total steps: 67901
episode:269, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.13550170775486578, total steps: 68902
episode:270, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.13269587178421122, total steps: 69903
episode:271, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.12998211251823244, total steps: 70904
episode:272, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.12735740835494253, total steps: 71905
episode:273, reward: 0, mean reward: -0.8, score: -4, epsilon: 0.12734451652789874, total steps: 71910
episode:274, reward: 0, mean reward: -0.75, score: -3, epsilon: 0.1273342046131713, total steps: 71914
episode:275, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.12479639456512291, total steps: 72915
episode:276, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.12234186564567978, total steps: 73916
episode:277, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.11996788488970647, total steps: 74917
episode:278, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.11767180901743264, total steps: 75918
episode:279, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.11545108149132573, total steps: 76919
episode:280, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.11330322966954556, total steps: 77920
episode:281, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.11122586205281153, total steps: 78921
episode:282, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10921666562161703, total steps: 79922
episode:283, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10727340326082632, total steps: 80923
episode:284, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10539391126878614, total steps: 81924
episode:285, reward: 0, mean reward: -0.9, score: -9, epsilon: 0.10537544970879414, total steps: 81934
episode:286, reward: 0, mean reward: -0.8, score: -4, epsilon: 0.10536622123623676, total steps: 81939
episode:287, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10354931559560049, total steps: 82940
episode:288, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10179203378395715, total steps: 83941
episode:289, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.10009241917741599, total steps: 84942
episode:290, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.09844857936092882, total steps: 85943
episode:291, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.09685868402120362, total steps: 86944
episode:292, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.09532096290876484, total steps: 87945
episode:293, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.09383370386689058, total steps: 88946
episode:294, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0923952509252329, total steps: 89947
episode:295, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.09100400245599782, total steps: 90948
episode:296, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08965840939063242, total steps: 91949
episode:297, reward: 0, mean reward: -0.92, score: -11, epsilon: 0.08964254919912594, total steps: 91961
episode:298, reward: 0, mean reward: -0.75, score: -3, epsilon: 0.08963726387826194, total steps: 91965
episode:299, reward: 0, mean reward: -0.8, score: -4, epsilon: 0.08963065821810254, total steps: 91970
episode:300, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08833013300885323, total steps: 92971
episode:301, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0870722860163165, total steps: 93972
episode:302, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08585571670617831, total steps: 94973
episode:303, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0846790705042541, total steps: 95974
episode:304, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08354103728825482, total steps: 96975
episode:305, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08244034992904714, total steps: 97976
episode:306, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08137578287978417, total steps: 98977
episode:307, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.08034615081133539, total steps: 99978
episode:308, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07935030729249636, total steps: 100979
episode:309, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07838714351350898, total steps: 101980
episode:310, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0774555870514709, total steps: 102981
episode:311, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07655460067625934, total steps: 103982
episode:312, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07568318119563995, total steps: 104983
episode:313, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07484035833827468, total steps: 105984
episode:314, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07402519367338514, total steps: 106985
episode:315, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07323677956586822, total steps: 107986
episode:316, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07247423816570099, total steps: 108987
episode:317, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07173672043050941, total steps: 109988
episode:318, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07102340518021238, total steps: 110989
episode:319, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.07033349818268896, total steps: 111990
episode:320, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06966623126945025, total steps: 112991
episode:321, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06902086148033168, total steps: 113992
episode:322, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06839667023625311, total steps: 114993
episode:323, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06779296253912573, total steps: 115994
episode:324, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06720906619801495, total steps: 116995
episode:325, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06664433108069776, total steps: 117996
episode:326, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06609812838978077, total steps: 118997
episode:327, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06556984996257366, total steps: 119998
episode:328, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06505890759393777, total steps: 120999
episode:329, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06456473238135638, total steps: 122000
episode:330, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06408677409149707, total steps: 123001
episode:331, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06362450054756125, total steps: 124002
episode:332, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06317739703673839, total steps: 125003
episode:333, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06274496573710539, total steps: 126004
episode:334, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06232672516333281, total steps: 127005
episode:335, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06192220963058097, total steps: 128006
episode:336, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.061530968735988845, total steps: 129007
episode:337, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06115256685717854, total steps: 130008
episode:338, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06078658266721691, total steps: 131009
episode:339, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06043260866549419, total steps: 132010
episode:340, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.06009025072399752, total steps: 133011
episode:341, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05975912764847387, total steps: 134012
episode:342, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05943887075399401, total steps: 135013
episode:343, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0591291234544448, total steps: 136014
episode:344, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05882954086549271, total steps: 137015
episode:345, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.058539789420576645, total steps: 138016
episode:346, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05825954649950229, total steps: 139017
episode:347, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.057988500069224666, total steps: 140018
episode:348, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05772634833641871, total steps: 141019
episode:349, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05747279941145122, total steps: 142020
episode:350, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05722757098337993, total steps: 143021
episode:351, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.056990390005617855, total steps: 144022
episode:352, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05676099239191287, total steps: 145023
episode:353, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.056539122722304186, total steps: 146024
episode:354, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05632453395872804, total steps: 147025
episode:355, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.056116987169956264, total steps: 148026
episode:356, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0559162512655612, total steps: 149027
episode:357, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.055722102738610904, total steps: 150028
episode:358, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05553432541680809, total steps: 151029
episode:359, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05535271022179575, total steps: 152030
episode:360, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05517705493636141, total steps: 153031
episode:361, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.055007163979280835, total steps: 154032
episode:362, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05484284818755055, total steps: 155033
episode:363, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05468392460576659, total steps: 156034
episode:364, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05453021628241505, total steps: 157035
episode:365, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.054381552072847596, total steps: 158036
episode:366, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05423776644872254, total steps: 159037
episode:367, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05409869931369935, total steps: 160038
episode:368, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05396419582518137, total steps: 161039
episode:369, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05383410622190815, total steps: 162040
episode:370, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.053708285657205715, total steps: 163041
episode:371, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0535865940377087, total steps: 164042
episode:372, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05346889586737519, total steps: 165043
episode:373, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05335506009662028, total steps: 166044
episode:374, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.053244959976400524, total steps: 167045
episode:375, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05313847291708678, total steps: 168046
episode:376, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05303548035196826, total steps: 169047
episode:377, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05293586760523593, total steps: 170048
episode:378, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05283952376429807, total steps: 171049
episode:379, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.052746341556286054, total steps: 172050
episode:380, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0526562172286127, total steps: 173051
episode:381, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.052569050433450185, total steps: 174052
episode:382, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.052484744115999, total steps: 175053
episode:383, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05240320440642349, total steps: 176054
episode:384, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.052324340515333606, total steps: 177055
episode:385, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.052248064632696614, total steps: 178056
episode:386, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05217429183006604, total steps: 179057
episode:387, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05210293996601918, total steps: 180058
episode:388, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0520339295946977, total steps: 181059
episode:389, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05196718387734965, total steps: 182060
episode:390, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05190262849677429, total steps: 183061
episode:391, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05184019157457447, total steps: 184062
episode:392, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0517798035911246, total steps: 185063
episode:393, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.051721397308164795, total steps: 186064
episode:394, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05166490769393529, total steps: 187065
episode:395, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05161027185076761, total steps: 188066
episode:396, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05155742894505198, total steps: 189067
episode:397, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.051506320139502806, total steps: 190068
episode:398, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0514568885276471, total steps: 191069
episode:399, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05140907907046262, total steps: 192070
episode:400, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05136283853509535, total steps: 193071
episode:401, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.051318115435588056, total steps: 194072
episode:402, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05127485997555384, total steps: 195073
episode:403, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05123302399273099, total steps: 196074
episode:404, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0511925609053573, total steps: 197075
episode:405, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.051153425660304175, total steps: 198076
episode:406, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05111557468291275, total steps: 199077
episode:407, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05107896582847627, total steps: 200078
episode:408, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05104355833531455, total steps: 201079
episode:409, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05100931277938839, total steps: 202080
episode:410, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050976191030403344, total steps: 203081
episode:411, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05094415620935405, total steps: 204082
episode:412, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05091317264746172, total steps: 205083
episode:413, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0508832058464592, total steps: 206084
episode:414, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050854222440179266, total steps: 207085
episode:415, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0508261901574035, total steps: 208086
episode:416, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05079907778593029, total steps: 209087
episode:417, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050772855137821996, total steps: 210088
episode:418, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05074749301579254, total steps: 211089
episode:419, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05072296318069805, total steps: 212090
episode:420, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05069923832009436, total steps: 213091
episode:421, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05067629201782628, total steps: 214092
episode:422, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05065409872461483, total steps: 215093
episode:423, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05063263372960975, total steps: 216094
episode:424, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050611873132875504, total steps: 217095
episode:425, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05059179381878015, total steps: 218096
episode:426, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050572373430257556, total steps: 219097
episode:427, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050553590343914205, total steps: 220098
episode:428, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05053542364595287, total steps: 221099
episode:429, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050517853108886394, total steps: 222100
episode:430, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05050085916901569, total steps: 223101
episode:431, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050484422904646734, total steps: 224102
episode:432, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05046852601502245, total steps: 225103
episode:433, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05045315079994597, total steps: 226104
episode:434, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050438280140072546, total steps: 227105
episode:435, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05042389747784825, total steps: 228106
episode:436, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05040998679907413, total steps: 229107
episode:437, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05039653261507545, total steps: 230108
episode:438, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05038351994545596, total steps: 231109
episode:439, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05037093430141819, total steps: 232110
episode:440, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05035876166963108, total steps: 233111
episode:441, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050346988496627, total steps: 234112
episode:442, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050335601673710775, total steps: 235113
episode:443, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050324588522364024, total steps: 236114
episode:444, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.0503139367801284, total steps: 237115
episode:445, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050303634586952084, total steps: 238116
episode:446, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050293670471984374, total steps: 239117
episode:447, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05028403334080361, total steps: 240118
episode:448, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050274712463064225, total steps: 241119
episode:449, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05026569746054916, total steps: 242120
episode:450, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050256978295614374, total steps: 243121
episode:451, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050248545260012566, total steps: 244122
episode:452, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050240388964083615, total steps: 245123
episode:453, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05023250032629982, total steps: 246124
episode:454, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05022487056315414, total steps: 247125
episode:455, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050217491179380326, total steps: 248126
episode:456, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05021035395849399, total steps: 249127
episode:457, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05020345095364403, total steps: 250128
episode:458, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05019677447876431, total steps: 251129
episode:459, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05019031710001573, total steps: 252130
episode:460, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050184071627509076, total steps: 253131
episode:461, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050178031107299556, total steps: 254132
episode:462, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050172188813643985, total steps: 255133
episode:463, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05016653824151212, total steps: 256134
episode:464, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050161073099343687, total steps: 257135
episode:465, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.050155787302043134, total steps: 258136
episode:466, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05015067496420426, total steps: 259137
episode:467, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05014573039355716, total steps: 260138
episode:468, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05014094808463027, total steps: 261139
episode:469, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05013632271262034, total steps: 262140
episode:470, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05013184912746361, total steps: 263141
episode:471, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05012752234810153, total steps: 264142
episode:472, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05012333755693465, total steps: 265143
episode:473, reward: 0, mean reward: -1.0, score: -1000, epsilon: 0.05011929009445855, total steps: 266144
