episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:8011, reward: -12.71848979679954, mean reward: -5.63, score: -202.80254066637977, epsilon: 0.0500001613130533, total steps: 464323
episode:8012, reward: -11.173629330151936, mean reward: -9.53, score: -200.13153238436905, epsilon: 0.05000016120017368, total steps: 464344
episode:8013, reward: -16.513327025953476, mean reward: -0.78, score: -204.07593574050972, epsilon: 0.050000159803815135, total steps: 464605
episode:8014, reward: -10.592545378817082, mean reward: -2.55, score: -203.7081329181828, epsilon: 0.05000015937823931, total steps: 464685
episode:8015, reward: -15.810452952759517, mean reward: -11.72, score: -211.0384801698293, epsilon: 0.05000015928264105, total steps: 464703
episode:8016, reward: -15.104345677676971, mean reward: -16.97, score: -203.6671365462119, epsilon: 0.050000159218940736, total steps: 464715
episode:8017, reward: -21.48236232567106, mean reward: -2.63, score: -202.66382618907565, epsilon: 0.05000015881080279, total steps: 464792
episode:8018, reward: -23.6524798947336, mean reward: -20.24, score: -222.66401568784815, epsilon: 0.05000015875258283, total steps: 464803
episode:8019, reward: -100, mean reward: -0.09, score: -4.339810024013005, epsilon: 0.05000015848821556, total steps: 464853
episode:8020, reward: -19.99099487852071, mean reward: -18.64, score: -205.0615918144489, epsilon: 0.05000015843011387, total steps: 464864
episode:8021, reward: -26.995683342500723, mean reward: -19.71, score: -216.8399595151624, epsilon: 0.050000158372033476, total steps: 464875
episode:8022, reward: -16.055420194436962, mean reward: -1.95, score: -208.16193940046486, epsilon: 0.05000015780817936, total steps: 464982
episode:8023, reward: -100, mean reward: -3.51, score: -228.23932241849835, epsilon: 0.050000157466631785, total steps: 465047
episode:8024, reward: -21.357343700258166, mean reward: -16.45, score: -213.81582768550354, epsilon: 0.05000015739841102, total steps: 465060
episode:8025, reward: -14.433621624972721, mean reward: -2.63, score: -213.2282828542288, epsilon: 0.05000015697400852, total steps: 465141
episode:8026, reward: -12.93471660069403, mean reward: -5.44, score: -201.296961083217, epsilon: 0.05000015678052658, total steps: 465178
episode:8027, reward: -100, mean reward: -0.5, score: -23.082814031853673, epsilon: 0.05000015654031398, total steps: 465224
episode:8028, reward: -9.01440782492177, mean reward: -6.34, score: -202.77919565658044, epsilon: 0.05000015637342667, total steps: 465256
episode:8029, reward: -15.892503632930588, mean reward: -11.87, score: -213.58295772919135, epsilon: 0.05000015627963075, total steps: 465274
episode:8030, reward: -100, mean reward: 27.75, score: 2608.125101430759, epsilon: 0.05000015579072094, total steps: 465368
episode:8031, reward: -100, mean reward: 60.9, score: 4567.731100934093, epsilon: 0.05000015540173058, total steps: 465443
episode:8032, reward: -11.271150148539123, mean reward: -5.82, score: -209.6961019841044, epsilon: 0.050000155215360345, total steps: 465479
episode:8033, reward: -100, mean reward: 60.47, score: 4111.841434833678, epsilon: 0.05000015486393729, total steps: 465547
episode:8034, reward: -21.348351911343855, mean reward: -16.82, score: -201.78877509087945, epsilon: 0.0500001548020041, total steps: 465559
episode:8035, reward: -100, mean reward: -1.53, score: -74.9544501466105, epsilon: 0.0500001545493672, total steps: 465608
episode:8036, reward: -11.365127852078498, mean reward: -9.6, score: -201.68620820178225, epsilon: 0.0500001544412205, total steps: 465629
episode:8037, reward: -12.223377123502031, mean reward: -6.0, score: -209.82991045015723, epsilon: 0.050000154261144146, total steps: 465664
episode:8038, reward: -100, mean reward: -3.53, score: -240.01670940123392, epsilon: 0.050000153911881534, total steps: 465732
episode:8039, reward: -15.653414851149662, mean reward: -15.97, score: -207.63527804132133, epsilon: 0.05000015384520083, total steps: 465745
episode:8040, reward: -17.373390514242807, mean reward: -0.94, score: -204.86473259851041, epsilon: 0.0500001527364022, total steps: 465962
episode:8041, reward: -10.8273234547704, mean reward: -5.92, score: -201.41278939859328, epsilon: 0.050000152563399, total steps: 465996
episode:8042, reward: -9.653887977642235, mean reward: -1.67, score: -208.69969218454355, epsilon: 0.05000015192904067, total steps: 466121
episode:8043, reward: -17.257838918795525, mean reward: -16.69, score: -216.9903073982796, epsilon: 0.05000015186321901, total steps: 466134
episode:8044, reward: -9.691924252643963, mean reward: -5.86, score: -204.97633831489568, epsilon: 0.05000015168614857, total steps: 466169
episode:8045, reward: -14.758580282272005, mean reward: -9.68, score: -203.36930431300794, epsilon: 0.05000015158000542, total steps: 466190
episode:8046, reward: -24.12196823950636, mean reward: -15.62, score: -218.7082905786741, epsilon: 0.050000151509284586, total steps: 466204
episode:8047, reward: -100, mean reward: -2.97, score: -219.64428734360285, epsilon: 0.05000015113602223, total steps: 466278
episode:8048, reward: -11.799324076324842, mean reward: -2.68, score: -208.66488415687175, epsilon: 0.05000015074357897, total steps: 466356
episode:8049, reward: -100, mean reward: 96.5, score: 3666.822603657762, epsilon: 0.05000015055275798, total steps: 466394
episode:8050, reward: -19.136029047196104, mean reward: -16.87, score: -202.38415207934807, epsilon: 0.05000015049254892, total steps: 466406
episode:8051, reward: -9.99376969206802, mean reward: -5.14, score: -200.26924974028728, epsilon: 0.050000150297035716, total steps: 466445
episode:8052, reward: -16.85589087749073, mean reward: -10.6, score: -201.36129659036348, epsilon: 0.05000015020187773, total steps: 466464
episode:8053, reward: -10.862079060341472, mean reward: -2.53, score: -202.36748655242522, epsilon: 0.05000014980187297, total steps: 466544
episode:8054, reward: -11.979203468968015, mean reward: -9.09, score: -208.95933154268937, epsilon: 0.05000014968706888, total steps: 466567
episode:8055, reward: -13.099208619248413, mean reward: -6.02, score: -210.58877293976835, epsilon: 0.0500001495125358, total steps: 466602
episode:8056, reward: -10.068579057584325, mean reward: -2.49, score: -209.18758018153605, epsilon: 0.05000014909448624, total steps: 466686
episode:8057, reward: -16.376182650282253, mean reward: -9.91, score: -208.05519480977188, epsilon: 0.05000014899015662, total steps: 466707
episode:8058, reward: -100, mean reward: -3.38, score: -233.05601464425538, epsilon: 0.050000148647873034, total steps: 466776
episode:8059, reward: -13.946798421734655, mean reward: -9.93, score: -208.46877759232208, epsilon: 0.050000148543855934, total steps: 466797
episode:8060, reward: -12.695177644404314, mean reward: -9.38, score: -206.3411301935814, epsilon: 0.050000148434963705, total steps: 466819
episode:8061, reward: -9.389093951388665, mean reward: -5.7, score: -205.10151287970692, epsilon: 0.05000014825694858, total steps: 466855
episode:8062, reward: -13.699647674851605, mean reward: -11.74, score: -211.38329506300872, epsilon: 0.05000014816802109, total steps: 466873
episode:8063, reward: -13.16383744450472, mean reward: -0.61, score: -210.19932423621492, epsilon: 0.05000014647873155, total steps: 467217
episode:8064, reward: -9.755305872043401, mean reward: -5.37, score: -209.34366724005818, epsilon: 0.050000146288432926, total steps: 467256
episode:8065, reward: -13.791288546213215, mean reward: -11.2, score: -212.8585488059391, epsilon: 0.05000014619581292, total steps: 467275
episode:8066, reward: -13.004057992943792, mean reward: -11.13, score: -200.2865902658588, epsilon: 0.050000146108121736, total steps: 467293
episode:8067, reward: -100, mean reward: -0.01, score: -0.5287089782392798, epsilon: 0.05000014591830459, total steps: 467332
episode:8068, reward: -16.50737302300659, mean reward: -16.89, score: -202.68037867416766, epsilon: 0.050000145859948934, total steps: 467344
episode:8069, reward: -10.49338305656307, mean reward: -2.63, score: -208.06224658943404, epsilon: 0.05000014547635635, total steps: 467423
episode:8070, reward: -9.686976159270092, mean reward: -5.77, score: -207.72971297262515, epsilon: 0.050000145301889426, total steps: 467459
episode:8071, reward: -17.925741857954087, mean reward: -3.09, score: -206.8089337680988, epsilon: 0.05000014497774397, total steps: 467526
episode:8072, reward: -11.152017625473567, mean reward: -9.48, score: -208.52997386297804, epsilon: 0.05000014487146594, total steps: 467548
episode:8073, reward: -9.780946725750573, mean reward: -2.46, score: -203.89183057936458, epsilon: 0.050000144471208825, total steps: 467631
episode:8074, reward: -100, mean reward: 65.93, score: 3032.8204812556883, epsilon: 0.05000014424985605, total steps: 467677
episode:8075, reward: -14.577760344487654, mean reward: -9.94, score: -208.66303978998226, epsilon: 0.05000014414891649, total steps: 467698
episode:8076, reward: -12.54865521203138, mean reward: -2.64, score: -200.7311808638542, epsilon: 0.050000143784201395, total steps: 467774
episode:8077, reward: -8.774947873880132, mean reward: -6.1, score: -201.20076960414494, epsilon: 0.05000014362612573, total steps: 467807
episode:8078, reward: -14.753528408842017, mean reward: -2.55, score: -201.51716716020266, epsilon: 0.05000014324840781, total steps: 467886
episode:8079, reward: -9.600366072933774, mean reward: -5.99, score: -203.71441848876634, epsilon: 0.05000014308615158, total steps: 467920
episode:8080, reward: -12.081435898282402, mean reward: -2.59, score: -209.82319143548537, epsilon: 0.050000142700340054, total steps: 468001
episode:8081, reward: -9.229352886087662, mean reward: -5.34, score: -203.0199621658096, epsilon: 0.05000014251970072, total steps: 468039
episode:8082, reward: -12.683913010999602, mean reward: -10.65, score: -202.4436284161068, epsilon: 0.05000014242946682, total steps: 468058
episode:8083, reward: -12.018996995626441, mean reward: -2.53, score: -207.36827872712314, epsilon: 0.05000014204069118, total steps: 468140
episode:8084, reward: -100, mean reward: 0.08, score: 3.555074889959741, epsilon: 0.050000141832517525, total steps: 468184
episode:8085, reward: -100, mean reward: 20.73, score: 2218.118936835388, epsilon: 0.05000014132754928, total steps: 468291
episode:8086, reward: -100, mean reward: -3.13, score: -228.57354592793595, epsilon: 0.05000014098407031, total steps: 468364
episode:8087, reward: -18.963853852843297, mean reward: -13.6, score: -204.00808310665144, epsilon: 0.05000014091359589, total steps: 468379
episode:8088, reward: -15.459530998712424, mean reward: -1.65, score: -201.33084272951743, epsilon: 0.050000140341710894, total steps: 468501
episode:8089, reward: -11.42410781768379, mean reward: -5.29, score: -201.0940516265612, epsilon: 0.050000140164057266, total steps: 468539
episode:8090, reward: -15.687369056518538, mean reward: -10.71, score: -214.26567515844255, epsilon: 0.050000140070645696, total steps: 468559
episode:8091, reward: -8.283971864229754, mean reward: -6.24, score: -205.8087970707422, epsilon: 0.0500001399166527, total steps: 468592
episode:8092, reward: -22.028354008927405, mean reward: -2.17, score: -201.69941577120747, epsilon: 0.05000013948358268, total steps: 468685
episode:8093, reward: -25.074834878475833, mean reward: -20.55, score: -205.51194088069616, epsilon: 0.0500001394370959, total steps: 468695
episode:8094, reward: -20.5953081380701, mean reward: -19.25, score: -211.71687199655332, epsilon: 0.05000013938597834, total steps: 468706
episode:8095, reward: -29.245585499314924, mean reward: -20.1, score: -221.14623992157036, epsilon: 0.05000013933487952, total steps: 468717
episode:8096, reward: -19.937111998304573, mean reward: -17.43, score: -209.21558669780785, epsilon: 0.05000013927915671, total steps: 468729
episode:8097, reward: -100, mean reward: -4.47, score: -102.87438067337945, epsilon: 0.05000013917241695, total steps: 468752
episode:8098, reward: -11.193484995561061, mean reward: -10.55, score: -200.44602482091807, epsilon: 0.05000013908430232, total steps: 468771
episode:8099, reward: -100, mean reward: -1.11, score: -59.05132301680139, epsilon: 0.05000013883880364, total steps: 468824
episode:8100, reward: -12.766673529994788, mean reward: -9.68, score: -203.37594417948202, epsilon: 0.050000138741650484, total steps: 468845
episode:8101, reward: -100, mean reward: -0.1, score: -3.1713338157376825, epsilon: 0.05000013858911858, total steps: 468878
episode:8102, reward: -16.771263307891346, mean reward: -9.28, score: -213.3729588735954, epsilon: 0.05000013848290764, total steps: 468901
episode:8103, reward: -12.140084465024934, mean reward: -5.02, score: -200.93385023802958, epsilon: 0.0500001382983868, total steps: 468941
episode:8104, reward: -15.539639826840597, mean reward: -14.75, score: -206.4860323468168, epsilon: 0.050000138233862616, total steps: 468955
episode:8105, reward: -17.114016603790862, mean reward: -0.61, score: -206.11842040763977, epsilon: 0.05000013667605641, total steps: 469295
episode:8106, reward: -18.740275285470656, mean reward: -14.01, score: -210.12832687436298, epsilon: 0.05000013660773547, total steps: 469310
episode:8107, reward: -13.790325952826933, mean reward: -11.33, score: -203.88898468517652, epsilon: 0.05000013652579541, total steps: 469328
episode:8108, reward: -13.38776702764617, mean reward: -2.23, score: -202.97403047845336, epsilon: 0.050000136112294626, total steps: 469419
episode:8109, reward: -9.67692144809755, mean reward: -4.99, score: -204.72449802032733, epsilon: 0.05000013592640155, total steps: 469460
episode:8110, reward: -13.734198614933963, mean reward: -8.78, score: -210.64268657910304, epsilon: 0.050000135817703906, total steps: 469484
episode:8111, reward: -12.153153552364465, mean reward: -2.76, score: -209.70653482150638, epsilon: 0.05000013547406785, total steps: 469560
episode:8112, reward: -13.918068022132069, mean reward: -4.97, score: -208.93406485752772, epsilon: 0.050000135284536854, total steps: 469602
episode:8113, reward: -100, mean reward: -0.13, score: -4.670947916074354, epsilon: 0.050000135122292774, total steps: 469638
episode:8114, reward: -10.571029953353415, mean reward: -9.07, score: -208.54426936947752, epsilon: 0.05000013501873872, total steps: 469661
episode:8115, reward: -10.235435553849994, mean reward: -4.79, score: -201.25453356009234, epsilon: 0.05000013482984474, total steps: 469703
episode:8116, reward: -100, mean reward: -0.25, score: -9.785316854468363, epsilon: 0.050000134654679826, total steps: 469742
episode:8117, reward: -100, mean reward: 52.36, score: 4084.4642205019927, epsilon: 0.0500001343050324, total steps: 469820
episode:8118, reward: -11.026105288714158, mean reward: -10.33, score: -206.6522693608136, epsilon: 0.05000013421552555, total steps: 469840
episode:8119, reward: -10.832336679254913, mean reward: -6.05, score: -205.62854768778297, epsilon: 0.05000013406350078, total steps: 469874
episode:8120, reward: -12.199061873311283, mean reward: -6.0, score: -203.95624900205618, epsilon: 0.05000013391164822, total steps: 469908
episode:8121, reward: -100, mean reward: 33.92, score: 3256.425124110406, epsilon: 0.05000013348381584, total steps: 470004
episode:8122, reward: -11.27597695482673, mean reward: -2.54, score: -202.90493653232696, epsilon: 0.05000013312833318, total steps: 470084
episode:8123, reward: -12.931378063623697, mean reward: -9.68, score: -203.3271703839222, epsilon: 0.050000133035175955, total steps: 470105
episode:8124, reward: -100, mean reward: 31.87, score: 2772.9792300784648, epsilon: 0.05000013264993282, total steps: 470192
episode:8125, reward: -9.302723644744146, mean reward: -5.27, score: -205.71072561349845, epsilon: 0.05000013247759995, total steps: 470231
episode:8126, reward: -100, mean reward: 0.08, score: 2.93784299187395, epsilon: 0.05000013232313287, total steps: 470266
episode:8127, reward: -13.561406442210878, mean reward: -11.08, score: -210.42506539047423, epsilon: 0.050000132239354754, total steps: 470285
episode:8128, reward: -12.527022126500297, mean reward: -2.6, score: -208.0869341706167, epsilon: 0.05000013188718624, total steps: 470365
episode:8129, reward: -12.660149410441154, mean reward: -2.7, score: -210.41414755619033, epsilon: 0.05000013154472495, total steps: 470443
episode:8130, reward: -12.895919576836668, mean reward: -2.55, score: -211.2448719757995, epsilon: 0.05000013118128753, total steps: 470526
episode:8131, reward: -15.824865972063948, mean reward: -14.59, score: -204.2197600258014, epsilon: 0.05000013112008388, total steps: 470540
episode:8132, reward: -9.45685246325648, mean reward: -8.33, score: -200.01169079634514, epsilon: 0.05000013101522976, total steps: 470564
episode:8133, reward: -13.60957100822399, mean reward: -2.74, score: -205.28658358222546, epsilon: 0.05000013068810077, total steps: 470639
episode:8134, reward: -15.829850515500738, mean reward: -2.44, score: -207.7160101969385, epsilon: 0.050000130318341884, total steps: 470724
episode:8135, reward: -15.819872970860759, mean reward: -16.74, score: -200.8291388025666, epsilon: 0.05000013026622497, total steps: 470736
episode:8136, reward: -10.083151049075305, mean reward: -2.31, score: -202.9913987519335, epsilon: 0.0500001298846706, total steps: 470824
episode:8137, reward: -12.00719125925088, mean reward: -10.75, score: -204.32900622723528, epsilon: 0.05000012980243635, total steps: 470843
episode:8138, reward: -11.317910806632334, mean reward: -5.95, score: -208.21827272331217, epsilon: 0.05000012965108848, total steps: 470878
episode:8139, reward: -12.842652574532162, mean reward: -10.38, score: -207.6437786107602, epsilon: 0.05000012956468323, total steps: 470898
episode:8140, reward: -14.214711755384204, mean reward: -10.7, score: -214.09335177524346, epsilon: 0.050000129478335556, total steps: 470918
episode:8141, reward: -10.813400518081878, mean reward: -5.67, score: -203.99318353906222, epsilon: 0.05000012932305474, total steps: 470954
episode:8142, reward: -100, mean reward: -3.6, score: -248.32293423519442, epsilon: 0.050000129025953514, total steps: 471023
episode:8143, reward: -100, mean reward: -0.29, score: -10.61871878285514, epsilon: 0.050000128866919596, total steps: 471060
episode:8144, reward: -13.967997519678285, mean reward: -9.75, score: -204.71583584367448, epsilon: 0.05000012877674431, total steps: 471081
episode:8145, reward: -20.735623646402864, mean reward: -16.63, score: -216.17565477466576, epsilon: 0.05000012872095315, total steps: 471094
episode:8146, reward: -16.61766177390061, mean reward: -9.14, score: -210.1160891776775, epsilon: 0.05000012862230491, total steps: 471117
episode:8147, reward: -15.66904153507942, mean reward: -16.08, score: -209.0430600048665, epsilon: 0.05000012856658065, total steps: 471130
episode:8148, reward: -11.479099214510565, mean reward: -5.46, score: -207.38847835104045, epsilon: 0.050000128403832736, total steps: 471168
episode:8149, reward: -100, mean reward: -3.28, score: -246.30362478704652, epsilon: 0.050000128083224085, total steps: 471243
episode:8150, reward: -100, mean reward: -10.43, score: -281.6018003004035, epsilon: 0.05000012796800104, total steps: 471270
episode:8151, reward: -10.465758281792878, mean reward: -6.49, score: -207.63801353063965, epsilon: 0.05000012783157461, total steps: 471302
episode:8152, reward: -13.59870801784105, mean reward: -10.45, score: -209.08761462082722, epsilon: 0.05000012774638197, total steps: 471322
episode:8153, reward: -100, mean reward: -5.82, score: -151.2515402047288, epsilon: 0.050000127635716395, total steps: 471348
episode:8154, reward: -16.005897502364352, mean reward: -15.52, score: -201.79438303675016, epsilon: 0.050000127580419565, total steps: 471361
episode:8155, reward: -100, mean reward: -1.64, score: -89.95304360032871, epsilon: 0.05000012734673641, total steps: 471416
episode:8156, reward: -11.148201225633853, mean reward: -10.95, score: -207.96813071921193, epsilon: 0.05000012726610901, total steps: 471435
episode:8157, reward: -100, mean reward: -0.12, score: -4.856939534797277, epsilon: 0.05000012709229746, total steps: 471476
episode:8158, reward: -13.749511921034472, mean reward: -11.26, score: -202.66965464490704, epsilon: 0.05000012701606495, total steps: 471494
episode:8159, reward: -17.706962113537294, mean reward: -0.77, score: -212.18867856427985, epsilon: 0.050000125861266495, total steps: 471768
episode:8160, reward: -17.134871902504514, mean reward: -0.69, score: -212.8945339321936, epsilon: 0.05000012457985395, total steps: 472075
episode:8161, reward: -11.196481716579509, mean reward: -5.7, score: -210.8456206221023, epsilon: 0.050000124426300176, total steps: 472112
episode:8162, reward: -100, mean reward: 31.45, score: 1572.274105747714, epsilon: 0.05000012421909572, total steps: 472162
episode:8163, reward: -10.764213249802241, mean reward: -5.74, score: -206.58773862122428, epsilon: 0.050000124070122214, total steps: 472198
episode:8164, reward: -15.172487399843943, mean reward: -15.88, score: -206.46599480757843, epsilon: 0.05000012401637014, total steps: 472211
episode:8165, reward: -11.28933475379426, mean reward: -0.44, score: -201.11487353599, epsilon: 0.05000012215779054, total steps: 472664
episode:8166, reward: -22.66501212838601, mean reward: -2.62, score: -209.7985019562958, epsilon: 0.050000121832470386, total steps: 472744
episode:8167, reward: -22.819503467016023, mean reward: -19.0, score: -209.0155702549477, epsilon: 0.05000012178780667, total steps: 472755
episode:8168, reward: -100, mean reward: 122.29, score: 4647.026568621326, epsilon: 0.050000121633639774, total steps: 472793
episode:8169, reward: -10.988163866073952, mean reward: -5.29, score: -206.37627727055667, epsilon: 0.050000121475618775, total steps: 472832
episode:8170, reward: -15.568112733928237, mean reward: -10.34, score: -206.74908266051077, epsilon: 0.05000012139466202, total steps: 472852
episode:8171, reward: -17.06979013444058, mean reward: -2.64, score: -208.17594745816032, epsilon: 0.050000121075409944, total steps: 472931
episode:8172, reward: -21.754091481867828, mean reward: -16.13, score: -209.65837267680206, epsilon: 0.0500001210229553, total steps: 472944
episode:8173, reward: -14.121367009750294, mean reward: -10.42, score: -208.490598106938, epsilon: 0.05000012094230021, total steps: 472964
episode:8174, reward: -100, mean reward: -3.23, score: -223.16330909713386, epsilon: 0.05000012066445257, total steps: 473033
episode:8175, reward: -10.923584693734371, mean reward: -8.74, score: -209.75873621306454, epsilon: 0.05000012056795961, total steps: 473057
episode:8176, reward: -10.114078337872288, mean reward: -2.56, score: -204.78803157401038, epsilon: 0.05000012024687336, total steps: 473137
episode:8177, reward: -10.40804002434064, mean reward: -5.49, score: -203.2992114217164, epsilon: 0.0500001200986603, total steps: 473174
episode:8178, reward: -9.897037257572912, mean reward: -2.64, score: -203.2106129812551, epsilon: 0.05000011979080232, total steps: 473251
episode:8179, reward: -13.631725341942607, mean reward: -2.7, score: -207.61152043422376, epsilon: 0.05000011948373351, total steps: 473328
episode:8180, reward: -100, mean reward: -3.19, score: -239.03677893841066, epsilon: 0.05000011918539725, total steps: 473403
episode:8181, reward: -9.186599300998827, mean reward: -8.49, score: -203.87548432549954, epsilon: 0.05000011909008706, total steps: 473427
episode:8182, reward: -16.88049009975139, mean reward: -2.94, score: -211.57205360237262, epsilon: 0.05000011880461355, total steps: 473499
episode:8183, reward: -100, mean reward: 0.02, score: 0.7701442263448399, epsilon: 0.05000011866608899, total steps: 473534
episode:8184, reward: -10.2865667237192, mean reward: -5.62, score: -208.0446392908157, epsilon: 0.05000011851982437, total steps: 473571
episode:8185, reward: -11.911173591685568, mean reward: -2.45, score: -203.49274243993602, epsilon: 0.050000118192372704, total steps: 473654
episode:8186, reward: -11.783772305304161, mean reward: -9.55, score: -200.4949258958363, epsilon: 0.050000118109666994, total steps: 473675
episode:8187, reward: -11.58044129222623, mean reward: -10.69, score: -203.1493414131917, epsilon: 0.05000011803488789, total steps: 473694
episode:8188, reward: -100, mean reward: 30.51, score: 3265.0807845098175, epsilon: 0.05000011761464666, total steps: 473801
episode:8189, reward: -13.540419571409007, mean reward: -9.5, score: -208.97582935735605, epsilon: 0.050000117528427535, total steps: 473823
episode:8190, reward: -11.967016671725524, mean reward: -4.91, score: -201.43772715279553, epsilon: 0.05000011736791506, total steps: 473864
episode:8191, reward: -12.240472813489797, mean reward: -2.41, score: -200.1878311855738, epsilon: 0.050000117043645945, total steps: 473947
episode:8192, reward: -10.947389131588013, mean reward: -5.45, score: -207.13524781007004, epsilon: 0.05000011689548451, total steps: 473985
episode:8193, reward: -14.139570366835423, mean reward: -2.9, score: -203.23780792714075, epsilon: 0.05000011662304635, total steps: 474055
episode:8194, reward: -17.976194410488343, mean reward: -16.26, score: -211.3171233035946, epsilon: 0.050000116572520646, total steps: 474068
episode:8195, reward: -13.414557728965045, mean reward: -11.13, score: -200.36309384689187, epsilon: 0.05000011650259811, total steps: 474086
episode:8196, reward: -15.79282748436855, mean reward: -14.18, score: -212.6259815351308, epsilon: 0.05000011644436137, total steps: 474101
episode:8197, reward: -14.137486438845068, mean reward: -11.12, score: -200.07457126595773, epsilon: 0.050000116374515714, total steps: 474119
episode:8198, reward: -8.48497899491077, mean reward: -4.97, score: -203.97092452144696, epsilon: 0.05000011621557917, total steps: 474160
episode:8199, reward: -100, mean reward: -1.6, score: -88.03469652717823, epsilon: 0.050000116002712466, total steps: 474215
episode:8200, reward: -100, mean reward: -7.47, score: -298.83895601588335, epsilon: 0.050000115848145246, total steps: 474255
episode:8201, reward: -12.29372552940312, mean reward: -8.43, score: -210.68973679162238, epsilon: 0.05000011575164534, total steps: 474280
episode:8202, reward: -100, mean reward: -6.88, score: -268.2590183136752, epsilon: 0.05000011560126597, total steps: 474319
episode:8203, reward: -22.08069434952802, mean reward: -2.79, score: -200.84675733130535, epsilon: 0.050000115324155596, total steps: 474391
episode:8204, reward: -18.01591960140715, mean reward: -9.46, score: -217.47010481727744, epsilon: 0.050000115235774294, total steps: 474414
episode:8205, reward: -11.447513340079675, mean reward: -0.49, score: -206.89407378964685, epsilon: 0.050000113626138716, total steps: 474836
episode:8206, reward: -100, mean reward: -0.13, score: -4.496926520143845, epsilon: 0.05000011349365219, total steps: 474871
episode:8207, reward: -100, mean reward: 4.47, score: 160.77144001013886, epsilon: 0.05000011335754149, total steps: 474907
episode:8208, reward: -9.761965968566026, mean reward: -4.7, score: -206.7836256768876, epsilon: 0.05000011319140562, total steps: 474951
episode:8209, reward: -100, mean reward: 119.61, score: 4186.182179559222, epsilon: 0.050000113059425984, total steps: 474986
episode:8210, reward: -7.426884635137769, mean reward: -5.54, score: -204.8238953199657, epsilon: 0.050000112920071976, total steps: 475023
episode:8211, reward: -100, mean reward: -3.0, score: -230.65394956422173, epsilon: 0.05000011263061542, total steps: 475100
episode:8212, reward: -100, mean reward: -1.3, score: -103.99790434557659, epsilon: 0.05000011233066722, total steps: 475180
episode:8213, reward: -13.668104319310908, mean reward: -5.61, score: -207.6985149429511, epsilon: 0.05000011219221146, total steps: 475217
episode:8214, reward: -17.09806486641743, mean reward: -0.73, score: -201.76651465614862, epsilon: 0.050000111161071135, total steps: 475494
episode:8215, reward: -100, mean reward: -0.55, score: -28.637969042733673, epsilon: 0.05000011096855884, total steps: 475546
episode:8216, reward: -13.974812866075316, mean reward: -8.74, score: -201.05399693284872, epsilon: 0.050000110883515546, total steps: 475569
episode:8217, reward: -19.426909697320504, mean reward: -14.15, score: -212.22107817065134, epsilon: 0.05000011082808765, total steps: 475584
episode:8218, reward: -100, mean reward: -5.73, score: -148.85188474867863, epsilon: 0.050000110732078246, total steps: 475610
episode:8219, reward: -11.75607759911876, mean reward: -2.64, score: -200.9113207598716, epsilon: 0.05000011045191201, total steps: 475686
episode:8220, reward: -11.776821483215354, mean reward: -5.23, score: -203.94525747148919, epsilon: 0.05000011030841781, total steps: 475725
episode:8221, reward: -100, mean reward: -0.98, score: -53.7106728591476, epsilon: 0.05000011010637098, total steps: 475780
episode:8222, reward: -17.183625007226656, mean reward: -15.65, score: -203.49300166870245, epsilon: 0.050000110058668557, total steps: 475793
episode:8223, reward: -11.140690198136028, mean reward: -5.82, score: -203.54436641658054, epsilon: 0.05000010993034165, total steps: 475828
episode:8224, reward: -10.371321675243262, mean reward: -5.38, score: -204.31921667591482, epsilon: 0.0500001097911847, total steps: 475866
episode:8225, reward: -100, mean reward: 77.52, score: 4340.907739111405, epsilon: 0.05000010958643232, total steps: 475922
episode:8226, reward: -13.366038537218367, mean reward: -2.66, score: -212.86834509236357, epsilon: 0.05000010929459113, total steps: 476002
episode:8227, reward: -9.15554745202498, mean reward: -5.78, score: -208.00895078266277, epsilon: 0.05000010916351628, total steps: 476038
episode:8228, reward: -9.36652718996957, mean reward: -5.91, score: -206.9106219030423, epsilon: 0.05000010903623311, total steps: 476073
episode:8229, reward: -13.254862356227306, mean reward: -2.59, score: -204.3356486944395, epsilon: 0.05000010874948208, total steps: 476152
episode:8230, reward: -17.938075318689656, mean reward: -15.44, score: -200.75106183975015, epsilon: 0.05000010870236751, total steps: 476165
episode:8231, reward: -33.856195704125405, mean reward: -8.1, score: -226.79206164457565, epsilon: 0.050000108600959305, total steps: 476193
episode:8232, reward: -47.67211087970794, mean reward: -20.5, score: -225.4764466408135, epsilon: 0.05000010856114625, total steps: 476204
episode:8233, reward: -35.83077047863811, mean reward: -19.13, score: -210.47250816511138, epsilon: 0.05000010852134779, total steps: 476215
episode:8234, reward: -40.14897308941229, mean reward: -17.51, score: -210.1765908281467, epsilon: 0.05000010847794793, total steps: 476227
episode:8235, reward: -100, mean reward: -0.07, score: -2.416442043474518, epsilon: 0.05000010834785247, total steps: 476263
episode:8236, reward: -10.09768344648555, mean reward: -6.14, score: -202.47331528134794, epsilon: 0.05000010822873536, total steps: 476296
episode:8237, reward: -100, mean reward: 12.48, score: 1759.141048740968, epsilon: 0.050000107721253816, total steps: 476437
episode:8238, reward: -9.580448062232461, mean reward: -5.35, score: -203.20519259619522, epsilon: 0.050000107584893275, total steps: 476475
episode:8239, reward: -10.818370902793207, mean reward: -5.45, score: -201.6360326185717, epsilon: 0.05000010745228703, total steps: 476512
